nctId,conditions,classification
NCT00515294,"Neurobehavioral Manifestations, Drug Related Sleep Disturbance, Alcohol Intoxication",others
NCT04011293,Relapsed or Refractory Hematological Malignancies,blood cancer
NCT03520309,"Dental Caries, Secondary Dental Caries",others
NCT01746849,"Leukemia, Multiple Myeloma, Myelodysplastic Syndrome, Non-Hodgkin's Lymphoma",blood cancer
NCT06493422,Mild Cognitive Impairment,others
NCT01566370,"Alcohol Use Disorders, Bipolar Disorder",others
NCT05347485,Multiple Myeloma,blood cancer
NCT00716378,Motor Vehicle Crash Injuries,others
NCT03792633,Acute Lymphoblastic Leukemia,blood cancer
NCT05472870,Autism Spectrum Disorder,others
NCT06111989,"Stroke, Driving Impaired",others
NCT00487292,Sleep,others
NCT05536570,"Thoracic Outlet Syndrome, Whiplash Injuries",others
NCT00873834,Autism,others
NCT02600026,Impaired Driving,others
NCT02794246,Multiple Myeloma,blood cancer
NCT03833960,"Sentinel Lymph Node Biopsy, Locoregional Neoplasm Recurrence, Progression, Disease",others
NCT01566071,Alzheimer Disease,others
NCT06448494,Digestive and Urological Surgery,others
NCT02578472,Healthy,others
NCT02244931,Spinal Cord Injuries,others
NCT00954213,Autism Spectrum Disorders,others
NCT00223561,ADHD,others
NCT03440840,HIV-related Mild Neurocognitive Disorder,others
NCT04108351,Healthy Participants,others
NCT03572985,Healthy Participants,others
NCT03413592,Healthy Participants,others
NCT03278080,Healthy Participants,others
NCT00954083,Autistic Spectrum Disorders,others
NCT02363673,Autism Spectrum Disorder,others
NCT02329340,Injuries,others
NCT01007877,Driver Sleepiness,others
NCT03106883,Depression,others
NCT05307536,Autism Spectrum Disorder,others
NCT03808012,Inguinal Hernia,others
NCT03164746,Autism Spectrum Disorder,others
NCT06317662,"Acute Leukemia of Ambiguous Lineage, B Acute Lymphoblastic Leukemia",blood cancer
NCT00285415,"Advanced Endometrial Adenocarcinoma, Stage III A, B, C",solid tumor
NCT01673243,"Smoking, Cancer, Sickle Cell Disease",solid tumor
NCT04991948,Unresectable Metastatic Colorectal Cancer,solid tumor
NCT05496153,"Cardiac Rehabilitation, Exercise Therapy, Balance Exercises, Cardiovascular Diseases",others
NCT02903147,"Human Risk Factors, Driving Behavior, Meta-cognition",others
NCT05926570,Drug Effect,others
NCT05552859,"Type 2 Diabetes Mellitus, Renal Impairment",others
NCT03704259,Laparoscopic Surgical Procedures,others
NCT02504554,"Gastrointestinal Problems, Autism Spectrum Disorders",others
NCT02381626,Vehicular Environment,others
NCT04220086,Autism Spectrum Disorder,others
NCT06202885,Lymphoma,blood cancer
NCT04051216,"Leukemia, Acute, Leukemia, Lymphoblastic",blood cancer
NCT05811507,Autism Spectrum Disorder,others
NCT05422586,"Validity, Distracted Driving, Driving Behaviors",others
NCT04863248,"Metastatic Non-Small Cell Lung Cancer, NSCLC, Lung Cancer",solid tumor
NCT04150497,B-cell Acute Lymphoblastic Leukemia,blood cancer
NCT01938118,Obesity,others
NCT03134144,Healthy,others
NCT00577213,"Hemangiomas, Vascular Malformations, Venular Malformations, Venous Malformations, Lymphatic Malformations, Arteriovenous Malformations",others
NCT04200846,"Frailty, Liver Transplants",others
NCT00958776,"Cough, Sore Throat, Nasal Congestion, Headache, Fever, Seasonal Influenza",others
NCT01372332,Homonymous Hemianopia,others
NCT00319215,Insomnia,others
NCT00223587,Seasonal Allergic Rhinitis,others
NCT06839729,"Smoking, Smoking Cessation",others
NCT05980520,Autism Spectrum Disorder,others
NCT02911194,"Autism, Attention Deficit Hyperactivity Disorder, Autism Spectrum Disorder",others
NCT05450159,Drive,others
NCT04893031,"Tocilizumab, COVID-19, Critical Care, Mortality",others
NCT04337008,COVID 19,others
NCT05418023,"Autism Spectrum Disorder, Developmental Delay",others
NCT04140617,Secondhand Exposure to Electronic Cigarette,others
NCT02510053,Invasive Fungal Infection,others
NCT06717503,Spinal Cord Injury,others
NCT03430973,Aggression,others
NCT03208361,Community-acquired Pneumonia (CAP),others
NCT03960047,Child Behavior,others
NCT01123330,Dental Caries,others
NCT02416713,"Teen Drivers, Motor Vehicle Accident",others
NCT06059677,"Cannabis Smoking, Driving Impaired",others
NCT01318681,"Seasonal Allergic Rhinitis, Driving Ability, Cognition",others
NCT01301196,Type 2 Diabetes Mellitus,others
NCT04665674,"Histiocytosis, Histiocytosis, Langerhans-Cell, Histiocytosis Pulmonary",others
NCT02346279,Multiple Sclerosis,others
NCT04959461,Substance-Related Disorders,others
NCT06786975,"Early Childhood Caries, Health Care Acceptability",others
NCT02619916,Depressive Symptoms,others
NCT06455930,Cerebral Palsy,others
NCT02051712,Chronic Heart Failure,others
NCT05716451,"Muscle Weakness, Critical Illness",others
NCT00783718,Ulcerative Colitis,others
NCT03973853,Schizophrenia,others
NCT05968547,Glaucoma,others
NCT02192749,Autism,others
NCT04590495,"Driving Performance, Cognitive Impairment, Sedation Complication, Mood",others
NCT06395363,Clavicle Fracture,others
NCT00477984,Alcoholism,others
NCT04720300,Health Behavior,others
NCT00783692,Crohn's Disease,others
NCT03741582,"Quality of Life, Social Capital, Transportation, Physical Activity, Homicide, Respiratory Disease",others
NCT03184311,Heart Failure With Normal Ejection Fraction,others
NCT03031223,Spinal Cord Injuries,others
NCT05025553,"Autistic Spectrum Disorder, Constipation",others
NCT05165017,Pitt Hopkins Syndrome,others
NCT05406076,Autism,others
NCT06073951,"Hematopoietic and Lymphoid System Neoplasm, Malignant Solid Neoplasm",blood cancer
NCT06084039,Anesthesia,others
NCT06524310,Autism Spectrum Disorder,others
NCT02004236,"Autism, ASD",others
NCT02157038,"Whiplash Associated Disorders, WAD, Whiplash",others
NCT04942522,Autism Spectrum Disorder,others
NCT01067677,"Post Operative Nausea and Vomiting, Rescue Emetic Therapy",others
NCT00333879,Blindness,others
NCT05858970,"Optical Biopsy, Colonic Dysplasia, Diagnostic Accuracy",others
NCT03893006,"Behaviors, Driving, Automation, Neuroimaging",others
NCT05635279,Hepatocellular Carcinoma,solid tumor
NCT03910218,"Behavior, Risk",others
NCT05535842,"Diabetes, Diabetes Mellitus, Type 2, Diabetes Mellitus, Diabetes Type 2",others
NCT04475978,STEMI,others
NCT04432649,Solid Tumor,solid tumor
NCT04317664,"Drive, Recidivism, Communication, Feedback, Psychological",others
NCT06444659,Intellectual Disability,others
NCT03708419,"Obesity, Pre-diabetic, Type 2 Diabetes Mellitus",others
NCT06277297,"Takotsubo Cardiomyopathy, Machine Learning, Magnetic Resonance Imaging",others
NCT01724905,Weight Loss,others
NCT05613517,No Eye Disorder,others
NCT05964010,Substance Use,others
NCT04003883,ST-T Segment Changes,others
NCT02784548,Phantom Limb Pain,others
NCT00263367,"Autism, Oxidative Stress",others
NCT06166433,Second Hand Tobacco Smoke,others
NCT06306378,Autism Spectrum Disorder,others
NCT04238455,Thoracic Surgery,others
NCT04856566,"Marijuana Impairment, Alcohol Impairment",others
NCT06719102,"Childhood Obesity Prevention, Parenting Behavior, Infant Growth",others
NCT03813602,Cannabis Intoxication,others
NCT06731426,OCD,others
NCT02970591,Irritable Bowel Syndrome,others
NCT01958086,Quadriplegia,others
NCT02746952,B-cell Acute Lymphoblastic Leukemia,blood cancer
NCT01902420,Acromegaly,others
NCT06868420,Perioperative Anxiety,others
NCT02156219,Violence Against Women (VAW),others
NCT06279208,Down Syndrome,others
NCT03662009,Parkinson Disease,others
NCT05954936,"Trauma, Trauma Blunt, Penetrating Wounds, Severe Trauma, Polytrauma, Registries",others
NCT02731027,Spinal Cord Injury,others
NCT02317458,Heart Failure,others
NCT02313259,"Macular Degeneration, Glaucoma",others
NCT00596713,Healthy,others
NCT05319808,Whiplash Injury of Cervical Spine,others
NCT01672502,"Shift-Work Sleep Disorder, Insomnia, Restless Leg Syndrome, Obstructive Sleep Apnea, Impaired Driving",others
NCT06000631,Young Children With Motor Disabilities,others
NCT03467997,"Blood Pressure, Inflammation, Catecholamines",others
NCT05520671,Surgical Education in Medical Students,others
NCT04198974,"Substance Use Disorders, Adolescent Behavior, Adolescent Development",others
NCT03528135,"Human Immunodeficiency Virus, Sexually Transmitted Infections, Anxiety, Depression, Substance Use Disorders",others
NCT02549170,Chronic Inflammatory Demyelinating Polyradiculoneuropathy,others
NCT05725733,Neurodevelopmental Disorders,others
NCT05467111,Early-stage Breast Cancer,solid tumor
NCT04436094,Broken Teeth,others
NCT06538090,"Child Development, Activity, Motor",others
NCT01472952,"Trauma, Sepsis",others
NCT03191084,Marijuana Impairment,others
NCT05563896,Food Requirements,others
NCT04079556,Secondhand Tobacco Smoke Exposure Reduction,others
NCT04498845,Lead Poisoning,others
NCT06481748,Social Behavior,others
NCT03978026,Healthy Volunteers,others
NCT05960903,Hip Osteoarthritis,others
NCT03280251,Healthy Volunteers,others
NCT02357355,CMT 1A,others
NCT06882642,"Autism Spectrum Disorder, Children, Therapy",others
NCT03431987,"Marijuana Usage, Alcohol Drinking",others
NCT02823860,Digestive Peritoneal Carcinomatosis,solid tumor
NCT00590421,Atherosclerosis,others
NCT02611544,"Breast Neoplasms, Breast Cancer, Breast Carcinoma, Malignant Neoplasm of Breast, Cancer of Breast, Mammary Neoplasm, Human, Human Mammary Carcinoma, Malignant Tumor of Breast, Mammary Cancer, Mammary Carcinoma, Anxiety, Fear, Neoplasm Remission, Spontaneous, Spontaneous Neoplasm Regression, Regression, Spontaneous Neoplasm, Remission, Spontaneous Neoplasm, Spontaneous Neoplasm Remission",solid tumor
NCT00790738,"Depression, Bipolar Disorder",others
NCT05364450,"Breast Neoplasm, Breast Cancer, Breast Carcinoma, Malignant Neoplasm of Breast, Cancer of Breast, Mammary Neoplasms, Human, Human Mammary Carcinoma, Malignant Tumor of Breast, Mammary Cancer, Mammary Carcinoma, Human, Anxiety, Fear",solid tumor
NCT04607616,Autism Spectrum Disorders,others
NCT04270253,Osteo Arthritis Knee,others
NCT06591559,Down Syndrome,others
NCT02644213,Physical Examination,others
NCT02843529,"Alzheimer Disease, Mild Cognitive Impairment, Memory Disorders, Cognitive Impairment, Dementia, Presymptomatic Disease",others
NCT04948814,Autism Spectrum Disorder,others
NCT06357065,Physical Inactivity in Children,others
NCT03482804,"Obstruction, Airway, Sudden; Death, Infant",others
NCT05988359,"Aerosol Disease, Caries,Dental",others
NCT06632795,University Students,others
NCT03384992,"Breast Cancer, Fear of Cancer",solid tumor
NCT04317547,"Drive, Adolescent Behavior, Risk Behavior",others
NCT05474079,"Risk Reduction, Cardiovascular Diseases",others
NCT00340470,Behavioral Intervention,others
NCT04019977,Child Development,others
NCT06144502,"Child Wellbeing, Adolescent Health, Quality of Life",others
NCT05346198,Multiple Myeloma,blood cancer
NCT03993990,Diabetic Foot Ulcer,others
NCT02219997,Cataract,others
NCT01372319,Glaucoma,others
NCT05055830,"Cardiac Disease, Critically Ill, Children, Adult",others
NCT06311162,"Smoking Reduction, Asthma in Children, Wheezing, Non-Communicable Disease, Life Style, Behavior, Smoking",others
NCT01781273,Impaired Driving,others
NCT06419257,Advance Dementia,others
NCT06251037,"Suicide Awareness, Suicidal Ideation, Suicide, Attempted, Depressive Symptoms, Help-Seeking Behavior, Bullying, Cyberbullying",others
NCT02687659,"Healthy, Sedentary",others
NCT04783792,Symptomatic Knee Osteoarthritis,others
NCT01658150,"Schizophrenia, Schizoaffective Disorder",others
NCT02714426,Cognitive Aging,others
NCT00468689,Osteoporosis,others
NCT04259814,"Speech and Language Disorder, Cerebral Palsy, Hemiplegia, Hemiparesis",others
NCT06447818,"Obstructive Sleep Apnea of Adult, Difficult or Failed Intubation",others
NCT01523548,"Hypertension, Pulmonary",others
NCT03134066,Treatment Resistant Depression,others
NCT01395511,Whiplash Associated Disorder (WAD),others
NCT02740673,"Pulmonary Disease, Chronic Obstructive",others
NCT00792220,Stroke,others
NCT04353453,Atrial Fibrillation,others
NCT05531669,Autism Spectrum Disorder,others
NCT02125916,"Lung Diseases, Interstitial, Pulmonary Disease, Chronic Obstructive",others
NCT06792656,"Stress Disorders, Stress, Anxiety, Anxiety Depression (Mild or Not Persistent), Sleep Deprivation, Sleep Disorders, Circadian Rhythm, Stress, Psychological, Lack of Physical Activity",others
NCT03347747,Loss of Facial Adipose Tissue,others
NCT06184802,Autism Spectrum Disorder,others
NCT04325958,Cannabis,others
NCT06022003,"AML, Adult, Refractory AML, Relapsed Adult AML, FLT3-TKD Mutation, FLT3-ITD",others
NCT03989180,Colo-rectal Cancer,solid tumor
NCT02798471,"Venous Thromboembolism (VTE), Pulmonary Embolism, Deep Vein Thrombosis (DVT)",others
NCT03523234,Small-cell Lung Cancer,solid tumor
NCT04258709,Breastfeeding,others
NCT06319430,"Disability Physical, Disabilities Mental",others
NCT05464329,"Large B-cell Lymphoma, High-grade B-cell Lymphoma, Transformed B-Cell Lymphoma, Follicular Lymphoma Grade 3B",blood cancer
NCT00458406,Obstructive Sleep Apnea,others
NCT01867450,"Inflammation Biomarkers, mRNA Expression, nitroPAH Adducts",others
NCT01168297,"Type 2 Diabetes Mellitus, Obesity",others
NCT02457676,Fetal Alcohol Spectrum Disorders,others
NCT02758093,"HIV, Cognition - Other, Impaired Driving",others
NCT03220529,"Pellucid Marginal Corneal Degeneration, Keratoconus, Keratectasia",others
NCT03152175,"Trauma and Stressor Related Disorders, Post-traumatic Stress Disorders, Adjustment Disorders, Acute Stress Disorder",others
NCT03573830,Wounds and Injuries,others
NCT02277002,"Cognitive Function, Cardiopulmonary Function, Saliva Stress Hormones, Air Pollution Exposure, Lung Inflammation",others
NCT05974371,Episodic Memory,others
NCT02607969,Deformational Plagiocephaly,others
NCT02408952,Substance Related Disorders,others
NCT01626495,"B Cell Leukemia, B Cell Lymphoma",blood cancer
NCT05819437,Knee Osteoarthritis,others
NCT03506971,"Development, Infant, Perinatal Disorder",others
NCT02232100,Chronic Pain,others
NCT03750448,"Arthroplasty, Replacement, Knee, Arthroplasty, Replacement, Hip, Telerehabilitation, Rehabilitation",others
NCT02020239,"Sedentary, Overweight",others
NCT03835117,Autism Spectrum Disorder,others
NCT05822128,Excessive Daytime Sleepiness,others
NCT06088043,Plaque Psoriasis,others
NCT05696353,"Drive, Recidivism, Communication, Feedback, Psychological",others
NCT04266782,"Parkinson Disease, Healthy Aging",others
NCT04209348,"Diabetes, Gestational",others
NCT02666703,Cardiopulmonary Bypass,others
NCT02977572,Cardiogenic Pulmonary Oedema,others
NCT04598126,Knee Osteoarthritis,others
NCT05041413,Smoking Cessation,others
NCT06309251,"Drug Resistant Epilepsy, Autism Spectrum Disorder, Chronic Migraine, Brain Tumor, Pediatric",solid tumor
NCT02717390,Developmental Delay,others
NCT04029194,Aging,others
NCT01894100,"Leg Length Inequality, Osteoarthritis, Knee, Osteoarthritis, Hip",others
NCT06217458,"DCIS, Breast Carcinoma in Situ, Calcification",solid tumor
NCT03927339,Knee Osteoarthriis and Oxidative Stress,others
NCT05408884,Homelessness,others
NCT06328270,Knee Osteoarthritis,others
NCT01343940,"Parenting, Child Rearing, Child Abuse, Child Neglect, Child Development",others
NCT01150435,Driving Ability,others
NCT02965612,"Allergic Rhinitis, Allergic Asthma, Grass Allergy",others
NCT01745393,"Second Hand Tobacco Smoke, Nicotine Dependence",others
NCT05908357,Autism Spectrum Disorder,others
NCT03354260,"Food Intake, Critically Ill Patients, Nutrition",others
NCT06656195,Sacroiliac Dysfunction,others
NCT03514849,Small-cell Lung Cancer,solid tumor
NCT02370732,Bariatric Surgery Candidate,others
NCT00774774,Influenza Human,others
NCT02602288,"Second Hand Tobacco Smoke, Nicotine Dependence",others
NCT04968275,"Psychotic Disorder, Marijuana Use, Young Adult",others
NCT03887754,Autism Spectrum Disorder,others
NCT00171730,Acromegaly,others
NCT06260020,"Sleep Disorder, Autism Spectrum Disorder, Polysomnography, Actigraphy, Children, Behavior Therapy",others
NCT04177849,"Cervical Radiculopathy, Cervical Root Compression",others
NCT04261595,Autistic Spectrum Disorder,others
NCT02117947,Nicotine Dependence,others
NCT00862368,"Asthma, Smoking Cessation",others
NCT03908827,"Osteoarthritis, Knee, Osteoarthritis, Hip",others
NCT02396784,"Overweight, Obesity",others
NCT03516396,Malnutrition,others
NCT00799760,Gastric Influenza,others
NCT05654909,"Pneumonia, Urinary Tract Infections, Fall, Infections, GI Disorders, Orthopedic Disorder",others
NCT06629649,"Glaucoma, Ocular Hypertension",others
NCT01062295,Sleep,others
NCT04648735,"Mild Cognitive Impairment, Dementia, Mild, Driving Impaired, Drive",others
NCT05649995,Osteo Arthritis Knee,others
NCT00815243,"Trauma, Congenital Bone and Joint Abnormalities, Joint Diseases, Orthopedic Surgery Complications",others
NCT04624191,Interstitial Lung Disease,others
NCT04127448,"Type 2 Diabetes, Cognitive Impairment",others
NCT06662981,Total Hip Arthroplasty,others
NCT02303821,Acute Lymphoblastic Leukemia (ALL),blood cancer
NCT03642665,Embryo Transfer,others
NCT04934878,"Severe Trauma, Blunt Thoracic Aortic Injury, Interventional Therapy, Treatment Protocal",others
NCT05804136,Laparotomy Closure After Abdominal Surgery,others
NCT03951506,Osteo Arthritis Knee,others
NCT03717714,Osteoarthritis of the Knee,others
NCT01799031,"Breast Cancer, Cancer Survivor",solid tumor
NCT05064397,Chronic Cluster Headache,others
NCT06419530,Autism Spectrum Disorder,others
NCT04177472,"Obesity, Childhood, Parenting",others
NCT00761514,Rheumatoid Arthritis,others
NCT02867241,Passive Smoking,others
NCT01070004,Sleepiness,others
NCT02546336,"Hip Osteoarthritis, Chronic Pain",others
NCT04317872,"Coxarthrosis, Avascular Necrosis of Hip",others
NCT03553264,"Vestibular Diseases, Virtual Rehabilitation",others
